,date,tmax,tmin,prec,sun,humidity,wind,date2
11397,1994-03-16,30.827272727272728,19.3,3.9,22.384034,73.06818181818181,1.0454545545454546,1994-03-16
11398,1994-03-17,31.027272727272727,19.40909090909091,1.763636363636364,21.163228454545454,76.04545454545455,0.9318181727272727,1994-03-17
11399,1994-03-18,30.763636363636362,19.681818181818183,7.1909090909090905,21.024025454545452,76.56818181818181,0.8227272727272728,1994-03-18
11400,1994-03-19,28.21,20.18,3.53,14.26286365,87.2,0.7750000050000001,1994-03-19
11401,1994-03-20,26.69090909090909,19.40909090909091,20.736363636363635,12.265172363636365,91.93181818181819,1.1704545363636365,1994-03-20
11402,1994-03-21,28.9,18.727272727272727,14.08181818181818,17.021915727272727,85.54545454545455,1.147727290909091,1994-03-21
11403,1994-03-22,27.845454545454547,19.20909090909091,8.263636363636364,16.38296690909091,83.95454545454545,0.9886363636363636,1994-03-22
11404,1994-03-23,29.58181818181818,19.11818181818182,6.745454545454546,17.65614190909091,82.0909090909091,0.5863636418181818,1994-03-23
11405,1994-03-24,29.463636363636365,19.78181818181818,1.8454545454545455,15.736820727272727,85.1590909090909,0.7613636363636364,1994-03-24
11406,1994-03-25,29.045454545454547,19.254545454545454,8.145454545454545,15.79787818181818,83.81818181818181,1.1681818454545454,1994-03-25
11407,1994-03-26,29.839999999999996,19.14,3.79,19.330616600000003,78.95,1.10250001,1994-03-26
11408,1994-03-27,29.29090909090909,19.636363636363637,0.5454545454545454,15.116170090909092,81.45454545454545,1.0159090909090909,1994-03-27
11409,1994-03-28,28.79090909090909,18.09090909090909,5.690909090909091,21.07688690909091,77.02272727272727,1.5227272727272727,1994-03-28
11410,1994-03-29,30.38181818181818,19.172727272727272,0.0,21.64326009090909,75.52272727272727,1.0500000090909092,1994-03-29
11411,1994-03-30,30.336363636363636,18.563636363636363,0.6,20.783630818181816,78.5909090909091,1.0590909,1994-03-30
11412,1994-03-31,28.472727272727273,19.445454545454545,6.527272727272727,15.006355863636365,85.68181818181819,1.1659091000000001,1994-03-31
11413,1994-04-01,28.23,19.8,10.0,14.745621199999999,85.3,0.6075,1994-04-01
11414,1994-04-02,28.910000000000004,18.919999999999998,6.4799999999999995,19.827511,79.6,1.075,1994-04-02
11415,1994-04-03,28.410000000000004,17.41,0.0,21.9992139,75.425,1.2675,1994-04-03
11416,1994-04-04,29.827272727272728,17.445454545454545,0.0,22.037146272727274,72.75,1.1272727272727272,1994-04-04
11417,1994-04-05,29.99,17.66,0.0,22.546366,70.65,0.98999999,1994-04-05
11418,1994-04-06,28.6,18.036363636363635,0.0,19.686132454545454,78.47727272727273,1.1204545545454545,1994-04-06
11419,1994-04-07,25.127272727272725,17.436363636363637,12.772727272727273,14.84151809090909,84.31818181818181,1.8931818363636361,1994-04-07
11420,1994-04-08,25.718181818181815,13.136363636363637,1.0636363636363637,20.944425181818183,71.61363636363636,1.259090909090909,1994-04-08
11421,1994-04-09,27.96,13.940000000000001,0.0,19.751186999999998,74.725,1.1,1994-04-09
11422,1994-04-10,29.08181818181818,16.40909090909091,0.10909090909090909,21.156020454545455,71.63636363636364,1.1522727272727273,1994-04-10
11423,1994-04-11,30.00909090909091,16.245454545454546,0.0,20.850832818181818,72.18181818181819,0.9090909090909091,1994-04-11
11424,1994-04-12,29.918181818181814,17.354545454545455,0.3909090909090909,21.63820636363636,70.11363636363636,0.7954545454545454,1994-04-12
11425,1994-04-13,30.28,17.21,0.0,20.151736800000002,69.8,1.1875000100000002,1994-04-13
11426,1994-04-14,29.47,17.32,0.3,17.6538435,74.25,0.9974999999999999,1994-04-14
11427,1994-04-15,28.858333333333334,17.775000000000002,1.2249999999999999,14.886871116666667,80.35416666666667,0.9270833333333334,1994-04-15
11428,1994-04-16,29.310000000000002,16.45,5.99,18.9218427,75.125,0.8074999999999999,1994-04-16
11429,1994-04-17,29.7,17.736363636363638,0.0,19.011972727272727,76.29545454545455,1.1977272636363636,1994-04-17
11430,1994-04-18,27.791666666666668,18.258333333333333,2.641666666666666,12.52088935,85.4375,0.9854166666666666,1994-04-18
11431,1994-04-19,28.266666666666666,18.575,9.758333333333333,12.70642075,83.89583333333333,1.160416675,1994-04-19
11432,1994-04-20,29.291666666666668,18.208333333333332,5.675000000000001,17.065310041666667,81.6875,0.839583325,1994-04-20
11433,1994-04-21,30.136363636363637,19.60909090909091,0.6363636363636364,18.18037518181818,76.5909090909091,1.5227272727272727,1994-04-21
11434,1994-04-22,28.833333333333332,19.5,5.883333333333333,13.257081941666668,82.54166666666667,0.9916666666666667,1994-04-22
11435,1994-04-23,28.836363636363636,18.972727272727273,1.8363636363636362,14.957380454545454,80.29545454545455,1.0159090909090909,1994-04-23
11436,1994-04-24,29.15833333333333,18.766666666666666,0.041666666666666664,18.624612250000002,74.54166666666667,1.5854166666666665,1994-04-24
